,site_no,dateTime,water discharge,nitrite+nitrate,latitude,longitude,altitude
2165,4181049,2021-05-18,257.0,5.29,40.74888889,-84.7891667,774.33
2166,4181049,2021-05-19,172.0,4.79,40.74888889,-84.7891667,774.33
2167,4181049,2021-05-19,172.0,4.79,40.74888889,-84.7891667,774.33
2168,4181049,2021-05-20,140.0,4.08,40.74888889,-84.7891667,774.33
2169,4181049,2021-05-20,140.0,4.08,40.74888889,-84.7891667,774.33
2170,4181049,2021-05-21,122.0,3.41,40.74888889,-84.7891667,774.33
2171,4181049,2021-05-21,122.0,3.41,40.74888889,-84.7891667,774.33
2172,4181049,2021-05-22,109.0,2.81,40.74888889,-84.7891667,774.33
2173,4181049,2021-05-22,109.0,2.81,40.74888889,-84.7891667,774.33
2174,4181049,2021-05-23,99.0,2.4,40.74888889,-84.7891667,774.33
2175,4181049,2021-05-23,99.0,2.4,40.74888889,-84.7891667,774.33
2176,4181049,2021-05-24,90.7,2.13,40.74888889,-84.7891667,774.33
2177,4181049,2021-05-24,90.7,2.13,40.74888889,-84.7891667,774.33
2178,4181049,2021-05-25,85.9,2.06,40.74888889,-84.7891667,774.33
2179,4181049,2021-05-25,85.9,2.06,40.74888889,-84.7891667,774.33
2180,4181049,2021-05-26,86.0,2.05,40.74888889,-84.7891667,774.33
2181,4181049,2021-05-26,86.0,2.05,40.74888889,-84.7891667,774.33
2182,4181049,2021-05-27,86.9,2.05,40.74888889,-84.7891667,774.33
2183,4181049,2021-05-27,86.9,2.05,40.74888889,-84.7891667,774.33
2184,4181049,2021-05-28,87.3,2.24,40.74888889,-84.7891667,774.33
2185,4181049,2021-05-28,87.3,2.24,40.74888889,-84.7891667,774.33
2186,4181049,2021-05-29,99.4,3.21,40.74888889,-84.7891667,774.33
2187,4181049,2021-05-29,99.4,3.21,40.74888889,-84.7891667,774.33
2188,4181049,2021-05-30,106.0,3.35,40.74888889,-84.7891667,774.33
2189,4181049,2021-05-30,106.0,3.35,40.74888889,-84.7891667,774.33
2190,4181049,2021-05-31,104.0,2.94,40.74888889,-84.7891667,774.33
2191,4181049,2021-05-31,104.0,2.94,40.74888889,-84.7891667,774.33
2192,4181049,2021-06-01,97.4,2.53,40.74888889,-84.7891667,774.33
2193,4181049,2021-06-01,97.4,2.53,40.74888889,-84.7891667,774.33
2194,4181049,2021-06-02,93.4,2.35,40.74888889,-84.7891667,774.33
2195,4181049,2021-06-02,93.4,2.35,40.74888889,-84.7891667,774.33
2196,4181049,2021-06-03,165.0,3.78,40.74888889,-84.7891667,774.33
2197,4181049,2021-06-03,165.0,3.78,40.74888889,-84.7891667,774.33
2198,4181049,2021-06-04,233.0,6.56,40.74888889,-84.7891667,774.33
2199,4181049,2021-06-04,233.0,6.56,40.74888889,-84.7891667,774.33
2200,4181049,2021-06-05,253.0,7.01,40.74888889,-84.7891667,774.33
2201,4181049,2021-06-05,253.0,7.01,40.74888889,-84.7891667,774.33
2202,4181049,2021-06-06,222.0,6.37,40.74888889,-84.7891667,774.33
2203,4181049,2021-06-06,222.0,6.37,40.74888889,-84.7891667,774.33
2204,4181049,2021-06-07,173.0,5.73,40.74888889,-84.7891667,774.33
2205,4181049,2021-06-07,173.0,5.73,40.74888889,-84.7891667,774.33
2206,4181049,2021-06-08,218.0,7.12,40.74888889,-84.7891667,774.33
2207,4181049,2021-06-08,218.0,7.12,40.74888889,-84.7891667,774.33
2208,4181049,2021-06-09,183.0,7.3,40.74888889,-84.7891667,774.33
2209,4181049,2021-06-09,183.0,7.3,40.74888889,-84.7891667,774.33
2210,4181049,2021-06-10,157.0,6.14,40.74888889,-84.7891667,774.33
2211,4181049,2021-06-10,157.0,6.14,40.74888889,-84.7891667,774.33
2212,4181049,2021-06-11,177.0,6.73,40.74888889,-84.7891667,774.33
2213,4181049,2021-06-11,177.0,6.73,40.74888889,-84.7891667,774.33
2214,4181049,2021-06-12,152.0,6.48,40.74888889,-84.7891667,774.33
2215,4181049,2021-06-12,152.0,6.48,40.74888889,-84.7891667,774.33
2216,4181049,2021-06-13,119.0,6.05,40.74888889,-84.7891667,774.33
2217,4181049,2021-06-13,119.0,6.05,40.74888889,-84.7891667,774.33
2218,4181049,2021-06-14,92.5,5.62,40.74888889,-84.7891667,774.33
2219,4181049,2021-06-14,92.5,5.62,40.74888889,-84.7891667,774.33
2220,4181049,2021-06-15,76.1,5.16,40.74888889,-84.7891667,774.33
2221,4181049,2021-06-15,76.1,5.16,40.74888889,-84.7891667,774.33
2222,4181049,2021-06-16,65.9,4.71,40.74888889,-84.7891667,774.33
2223,4181049,2021-06-16,65.9,4.71,40.74888889,-84.7891667,774.33
2224,4181049,2021-06-17,58.0,4.25,40.74888889,-84.7891667,774.33
2225,4181049,2021-06-17,58.0,4.25,40.74888889,-84.7891667,774.33
2226,4181049,2021-06-18,58.2,4.24,40.74888889,-84.7891667,774.33
2227,4181049,2021-06-18,58.2,4.24,40.74888889,-84.7891667,774.33
2228,4181049,2021-06-19,122.0,5.53,40.74888889,-84.7891667,774.33
2229,4181049,2021-06-19,122.0,5.53,40.74888889,-84.7891667,774.33
2230,4181049,2021-06-20,132.0,5.16,40.74888889,-84.7891667,774.33
2231,4181049,2021-06-20,132.0,5.16,40.74888889,-84.7891667,774.33
2232,4181049,2021-06-21,155.0,5.43,40.74888889,-84.7891667,774.33
2233,4181049,2021-06-21,155.0,5.43,40.74888889,-84.7891667,774.33
2234,4181049,2021-06-22,160.0,5.02,40.74888889,-84.7891667,774.33
2235,4181049,2021-06-22,160.0,5.02,40.74888889,-84.7891667,774.33
2236,4181049,2021-06-23,131.0,4.46,40.74888889,-84.7891667,774.33
2237,4181049,2021-06-23,131.0,4.46,40.74888889,-84.7891667,774.33
2238,4181049,2021-06-24,95.8,3.99,40.74888889,-84.7891667,774.33
2239,4181049,2021-06-24,95.8,3.99,40.74888889,-84.7891667,774.33
2240,4181049,2021-06-25,71.1,3.69,40.74888889,-84.7891667,774.33
2241,4181049,2021-06-25,71.1,3.69,40.74888889,-84.7891667,774.33
2242,4181049,2021-06-26,57.7,3.4,40.74888889,-84.7891667,774.33
2243,4181049,2021-06-26,57.7,3.4,40.74888889,-84.7891667,774.33
2244,4181049,2021-06-27,49.9,3.22,40.74888889,-84.7891667,774.33
2245,4181049,2021-06-27,49.9,3.22,40.74888889,-84.7891667,774.33
2246,4181049,2021-06-28,46.6,3.11,40.74888889,-84.7891667,774.33
2247,4181049,2021-06-28,46.6,3.11,40.74888889,-84.7891667,774.33
2248,4181049,2021-06-29,51.0,3.09,40.74888889,-84.7891667,774.33
2249,4181049,2021-06-29,51.0,3.09,40.74888889,-84.7891667,774.33
2250,4181049,2021-06-30,89.2,4.08,40.74888889,-84.7891667,774.33
2251,4181049,2021-06-30,89.2,4.08,40.74888889,-84.7891667,774.33
2252,4181049,2021-07-01,83.2,4.18,40.74888889,-84.7891667,774.33
2253,4181049,2021-07-01,83.2,4.18,40.74888889,-84.7891667,774.33
2254,4181049,2021-07-02,61.7,3.94,40.74888889,-84.7891667,774.33
2255,4181049,2021-07-02,61.7,3.94,40.74888889,-84.7891667,774.33
2256,4181049,2021-07-03,47.5,3.76,40.74888889,-84.7891667,774.33
2257,4181049,2021-07-03,47.5,3.76,40.74888889,-84.7891667,774.33
2258,4181049,2021-07-04,40.4,3.6,40.74888889,-84.7891667,774.33
2259,4181049,2021-07-04,40.4,3.6,40.74888889,-84.7891667,774.33
2260,4181049,2021-07-05,38.2,3.51,40.74888889,-84.7891667,774.33
2261,4181049,2021-07-05,38.2,3.51,40.74888889,-84.7891667,774.33
2262,4181049,2021-07-06,34.8,3.44,40.74888889,-84.7891667,774.33
2263,4181049,2021-07-06,34.8,3.44,40.74888889,-84.7891667,774.33
2264,4181049,2021-07-07,30.6,3.37,40.74888889,-84.7891667,774.33
2265,4181049,2021-07-07,30.6,3.37,40.74888889,-84.7891667,774.33
2266,4181049,2021-07-08,30.3,3.35,40.74888889,-84.7891667,774.33
2267,4181049,2021-07-08,30.3,3.35,40.74888889,-84.7891667,774.33
2268,4181049,2021-07-09,53.2,3.6,40.74888889,-84.7891667,774.33
2269,4181049,2021-07-09,53.2,3.6,40.74888889,-84.7891667,774.33
2270,4181049,2021-07-10,95.7,4.17,40.74888889,-84.7891667,774.33
2271,4181049,2021-07-10,95.7,4.17,40.74888889,-84.7891667,774.33
2272,4181049,2021-07-11,128.0,4.76,40.74888889,-84.7891667,774.33
2273,4181049,2021-07-11,128.0,4.76,40.74888889,-84.7891667,774.33
2274,4181049,2021-07-12,175.0,5.1,40.74888889,-84.7891667,774.33
2275,4181049,2021-07-12,175.0,5.1,40.74888889,-84.7891667,774.33
2276,4181049,2021-07-13,176.0,4.93,40.74888889,-84.7891667,774.33
2277,4181049,2021-07-13,176.0,4.93,40.74888889,-84.7891667,774.33
2278,4181049,2021-07-14,152.0,4.8,40.74888889,-84.7891667,774.33
2279,4181049,2021-07-14,152.0,4.8,40.74888889,-84.7891667,774.33
2280,4181049,2021-07-15,147.0,4.76,40.74888889,-84.7891667,774.33
2281,4181049,2021-07-15,147.0,4.76,40.74888889,-84.7891667,774.33
2282,4181049,2021-07-16,174.0,5.12,40.74888889,-84.7891667,774.33
2283,4181049,2021-07-16,174.0,5.12,40.74888889,-84.7891667,774.33
2284,4181049,2021-07-17,247.0,5.9,40.74888889,-84.7891667,774.33
2285,4181049,2021-07-17,247.0,5.9,40.74888889,-84.7891667,774.33
2286,4181049,2021-07-18,174.0,5.19,40.74888889,-84.7891667,774.33
2287,4181049,2021-07-18,174.0,5.19,40.74888889,-84.7891667,774.33
2288,4181049,2021-07-19,181.0,4.27,40.74888889,-84.7891667,774.33
2289,4181049,2021-07-19,181.0,4.27,40.74888889,-84.7891667,774.33
2290,4181049,2021-07-20,221.0,3.7,40.74888889,-84.7891667,774.33
2291,4181049,2021-07-20,221.0,3.7,40.74888889,-84.7891667,774.33
2292,4181049,2021-07-21,144.0,3.31,40.74888889,-84.7891667,774.33
2293,4181049,2021-07-21,144.0,3.31,40.74888889,-84.7891667,774.33
2294,4181049,2021-07-22,81.5,2.97,40.74888889,-84.7891667,774.33
2295,4181049,2021-07-22,81.5,2.97,40.74888889,-84.7891667,774.33
2296,4181049,2021-07-23,54.6,2.8,40.74888889,-84.7891667,774.33
2297,4181049,2021-07-23,54.6,2.8,40.74888889,-84.7891667,774.33
2298,4181049,2021-07-24,58.2,2.77,40.74888889,-84.7891667,774.33
2299,4181049,2021-07-24,58.2,2.77,40.74888889,-84.7891667,774.33
2300,4181049,2021-07-25,118.0,3.73,40.74888889,-84.7891667,774.33
2301,4181049,2021-07-25,118.0,3.73,40.74888889,-84.7891667,774.33
2302,4181049,2021-07-26,144.0,4.13,40.74888889,-84.7891667,774.33
2303,4181049,2021-07-26,144.0,4.13,40.74888889,-84.7891667,774.33
2304,4181049,2021-07-27,218.0,3.23,40.74888889,-84.7891667,774.33
2305,4181049,2021-07-27,218.0,3.23,40.74888889,-84.7891667,774.33
2306,4181049,2021-07-28,207.0,2.34,40.74888889,-84.7891667,774.33
2307,4181049,2021-07-28,207.0,2.34,40.74888889,-84.7891667,774.33
2308,4181049,2021-07-29,118.0,1.5,40.74888889,-84.7891667,774.33
2309,4181049,2021-07-29,118.0,1.5,40.74888889,-84.7891667,774.33
2310,4181049,2021-07-30,66.1,0.908,40.74888889,-84.7891667,774.33
2311,4181049,2021-07-30,66.1,0.908,40.74888889,-84.7891667,774.33
2312,4181049,2021-07-31,44.7,0.53,40.74888889,-84.7891667,774.33
2313,4181049,2021-07-31,44.7,0.53,40.74888889,-84.7891667,774.33
2314,4181049,2021-08-01,35.2,0.282,40.74888889,-84.7891667,774.33
2315,4181049,2021-08-01,35.2,0.282,40.74888889,-84.7891667,774.33
2316,4181049,2021-08-02,30.1,0.16,40.74888889,-84.7891667,774.33
2317,4181049,2021-08-02,30.1,0.16,40.74888889,-84.7891667,774.33
2318,4181049,2021-08-03,27.2,0.07,40.74888889,-84.7891667,774.33
2319,4181049,2021-08-03,27.2,0.07,40.74888889,-84.7891667,774.33
2320,4181049,2021-08-04,24.9,0.045,40.74888889,-84.7891667,774.33
2321,4181049,2021-08-04,24.9,0.045,40.74888889,-84.7891667,774.33
2322,4181049,2021-08-05,23.1,0.044,40.74888889,-84.7891667,774.33
2323,4181049,2021-08-05,23.1,0.044,40.74888889,-84.7891667,774.33
2324,4181049,2021-08-06,22.1,0.044,40.74888889,-84.7891667,774.33
2325,4181049,2021-08-06,22.1,0.044,40.74888889,-84.7891667,774.33
2326,4181049,2021-08-07,21.2,0.043,40.74888889,-84.7891667,774.33
2327,4181049,2021-08-07,21.2,0.043,40.74888889,-84.7891667,774.33
2328,4181049,2021-08-08,21.5,0.042,40.74888889,-84.7891667,774.33
2329,4181049,2021-08-08,21.5,0.042,40.74888889,-84.7891667,774.33
2330,4181049,2021-08-09,21.1,0.041,40.74888889,-84.7891667,774.33
2331,4181049,2021-08-09,21.1,0.041,40.74888889,-84.7891667,774.33
2332,4181049,2021-08-10,20.8,0.048,40.74888889,-84.7891667,774.33
2333,4181049,2021-08-10,20.8,0.048,40.74888889,-84.7891667,774.33
2334,4181049,2021-08-11,26.4,0.121,40.74888889,-84.7891667,774.33
2335,4181049,2021-08-11,26.4,0.121,40.74888889,-84.7891667,774.33
2336,4181049,2021-08-12,28.7,0.209,40.74888889,-84.7891667,774.33
2337,4181049,2021-08-12,28.7,0.209,40.74888889,-84.7891667,774.33
2338,4181049,2021-08-13,31.6,0.298,40.74888889,-84.7891667,774.33
2339,4181049,2021-08-13,31.6,0.298,40.74888889,-84.7891667,774.33
2340,4181049,2021-08-14,37.6,0.386,40.74888889,-84.7891667,774.33
2341,4181049,2021-08-14,37.6,0.386,40.74888889,-84.7891667,774.33
2342,4181049,2021-08-15,37.5,0.443,40.74888889,-84.7891667,774.33
2343,4181049,2021-08-15,37.5,0.443,40.74888889,-84.7891667,774.33
2344,4181049,2021-08-16,37.2,0.278,40.74888889,-84.7891667,774.33
2345,4181049,2021-08-16,37.2,0.278,40.74888889,-84.7891667,774.33
2346,4181049,2021-08-17,29.8,0.103,40.74888889,-84.7891667,774.33
2347,4181049,2021-08-17,29.8,0.103,40.74888889,-84.7891667,774.33
2348,4181049,2021-08-18,22.8,0.076,40.74888889,-84.7891667,774.33
2349,4181049,2021-08-18,22.8,0.076,40.74888889,-84.7891667,774.33
2350,4181049,2021-08-19,19.0,0.067,40.74888889,-84.7891667,774.33
2351,4181049,2021-08-19,19.0,0.067,40.74888889,-84.7891667,774.33
2352,4181049,2021-08-20,18.1,0.057,40.74888889,-84.7891667,774.33
2353,4181049,2021-08-20,18.1,0.057,40.74888889,-84.7891667,774.33
2354,4181049,2021-08-21,17.5,0.048,40.74888889,-84.7891667,774.33
2355,4181049,2021-08-21,17.5,0.048,40.74888889,-84.7891667,774.33
2356,4181049,2021-08-22,18.0,0.041,40.74888889,-84.7891667,774.33
2357,4181049,2021-08-22,18.0,0.041,40.74888889,-84.7891667,774.33
2358,4181049,2021-08-23,19.1,0.04,40.74888889,-84.7891667,774.33
2359,4181049,2021-08-23,19.1,0.04,40.74888889,-84.7891667,774.33
2360,4181049,2021-08-24,19.6,0.042,40.74888889,-84.7891667,774.33
2361,4181049,2021-08-24,19.6,0.042,40.74888889,-84.7891667,774.33
2362,4181049,2021-08-25,22.7,0.055,40.74888889,-84.7891667,774.33
2363,4181049,2021-08-25,22.7,0.055,40.74888889,-84.7891667,774.33
2364,4181049,2021-08-26,24.0,0.07,40.74888889,-84.7891667,774.33
2365,4181049,2021-08-26,24.0,0.07,40.74888889,-84.7891667,774.33
2366,4181049,2021-08-27,46.1,0.88,40.74888889,-84.7891667,774.33
2367,4181049,2021-08-27,46.1,0.88,40.74888889,-84.7891667,774.33
2368,4181049,2021-08-28,56.8,1.32,40.74888889,-84.7891667,774.33
2369,4181049,2021-08-28,56.8,1.32,40.74888889,-84.7891667,774.33
2370,4181049,2021-08-29,39.3,1.04,40.74888889,-84.7891667,774.33
2371,4181049,2021-08-29,39.3,1.04,40.74888889,-84.7891667,774.33
2372,4181049,2021-08-30,32.9,0.825,40.74888889,-84.7891667,774.33
2373,4181049,2021-08-30,32.9,0.825,40.74888889,-84.7891667,774.33
2374,4181049,2021-08-31,62.7,1.16,40.74888889,-84.7891667,774.33
2375,4181049,2021-08-31,62.7,1.16,40.74888889,-84.7891667,774.33
2376,4181049,2021-09-01,138.0,1.55,40.74888889,-84.7891667,774.33
2377,4181049,2021-09-01,138.0,1.55,40.74888889,-84.7891667,774.33
2378,4181049,2021-09-02,115.0,1.44,40.74888889,-84.7891667,774.33
2379,4181049,2021-09-02,115.0,1.44,40.74888889,-84.7891667,774.33
2380,4181049,2021-09-03,71.6,1.24,40.74888889,-84.7891667,774.33
2381,4181049,2021-09-03,71.6,1.24,40.74888889,-84.7891667,774.33
2382,4181049,2021-09-04,47.9,1.07,40.74888889,-84.7891667,774.33
2383,4181049,2021-09-04,47.9,1.07,40.74888889,-84.7891667,774.33
2384,4181049,2021-09-05,38.5,0.931,40.74888889,-84.7891667,774.33
2385,4181049,2021-09-05,38.5,0.931,40.74888889,-84.7891667,774.33
2386,4181049,2021-09-06,32.2,0.79,40.74888889,-84.7891667,774.33
2387,4181049,2021-09-06,32.2,0.79,40.74888889,-84.7891667,774.33
2388,4181049,2021-09-07,35.4,0.651,40.74888889,-84.7891667,774.33
2389,4181049,2021-09-07,35.4,0.651,40.74888889,-84.7891667,774.33
2390,4181049,2021-09-08,50.1,0.534,40.74888889,-84.7891667,774.33
2391,4181049,2021-09-08,50.1,0.534,40.74888889,-84.7891667,774.33
2392,4181049,2021-09-09,46.2,0.424,40.74888889,-84.7891667,774.33
2393,4181049,2021-09-09,46.2,0.424,40.74888889,-84.7891667,774.33
2394,4181049,2021-09-10,36.0,0.314,40.74888889,-84.7891667,774.33
2395,4181049,2021-09-10,36.0,0.314,40.74888889,-84.7891667,774.33
2396,4181049,2021-09-11,30.0,0.222,40.74888889,-84.7891667,774.33
2397,4181049,2021-09-11,30.0,0.222,40.74888889,-84.7891667,774.33
2398,4181049,2021-09-12,27.2,0.16,40.74888889,-84.7891667,774.33
2399,4181049,2021-09-12,27.2,0.16,40.74888889,-84.7891667,774.33
2400,4181049,2021-09-13,25.9,0.099,40.74888889,-84.7891667,774.33
2401,4181049,2021-09-13,25.9,0.099,40.74888889,-84.7891667,774.33
2402,4181049,2021-09-14,26.2,0.047,40.74888889,-84.7891667,774.33
2403,4181049,2021-09-14,26.2,0.047,40.74888889,-84.7891667,774.33
2404,4181049,2021-09-15,27.5,0.04,40.74888889,-84.7891667,774.33
2405,4181049,2021-09-15,27.5,0.04,40.74888889,-84.7891667,774.33
2406,4181049,2021-09-16,28.0,0.04,40.74888889,-84.7891667,774.33
2407,4181049,2021-09-16,28.0,0.04,40.74888889,-84.7891667,774.33
2408,4181049,2021-09-17,26.9,0.04,40.74888889,-84.7891667,774.33
2409,4181049,2021-09-17,26.9,0.04,40.74888889,-84.7891667,774.33
2410,4181049,2021-09-18,32.7,0.04,40.74888889,-84.7891667,774.33
2411,4181049,2021-09-18,32.7,0.04,40.74888889,-84.7891667,774.33
2412,4181049,2021-09-19,36.9,0.04,40.74888889,-84.7891667,774.33
2413,4181049,2021-09-19,36.9,0.04,40.74888889,-84.7891667,774.33
2414,4181049,2021-09-20,32.5,0.04,40.74888889,-84.7891667,774.33
2415,4182000,2021-04-01,461.0,5.52,40.9878257,-85.111914,748.41
2416,4182000,2021-04-01,461.0,5.52,40.9878257,-85.111914,748.41
2417,4182000,2021-04-02,356.0,4.82,40.9878257,-85.111914,748.41
2418,4182000,2021-04-02,356.0,4.82,40.9878257,-85.111914,748.41
2419,4182000,2021-04-03,292.0,4.2,40.9878257,-85.111914,748.41
2420,4182000,2021-04-03,292.0,4.2,40.9878257,-85.111914,748.41
2421,4182000,2021-04-04,248.0,3.72,40.9878257,-85.111914,748.41
2422,4182000,2021-04-04,248.0,3.72,40.9878257,-85.111914,748.41
2423,4182000,2021-04-05,221.0,3.39,40.9878257,-85.111914,748.41
2424,4182000,2021-04-05,221.0,3.39,40.9878257,-85.111914,748.41
2425,4182000,2021-04-06,203.0,3.24,40.9878257,-85.111914,748.41
2426,4182000,2021-04-06,203.0,3.24,40.9878257,-85.111914,748.41
2427,4182000,2021-04-07,190.0,3.2,40.9878257,-85.111914,748.41
2428,4182000,2021-04-07,190.0,3.2,40.9878257,-85.111914,748.41
2429,4182000,2021-04-08,184.0,3.2,40.9878257,-85.111914,748.41
2430,4182000,2021-04-08,184.0,3.2,40.9878257,-85.111914,748.41
2431,4182000,2021-04-09,192.0,3.33,40.9878257,-85.111914,748.41
2432,4182000,2021-04-09,192.0,3.33,40.9878257,-85.111914,748.41
2433,4182000,2021-04-10,205.0,3.58,40.9878257,-85.111914,748.41
2434,4182000,2021-04-10,205.0,3.58,40.9878257,-85.111914,748.41
2435,4182000,2021-04-11,322.0,4.1,40.9878257,-85.111914,748.41
2436,4182000,2021-04-11,322.0,4.1,40.9878257,-85.111914,748.41
2437,4182000,2021-04-12,688.0,5.08,40.9878257,-85.111914,748.41
2438,4182000,2021-04-12,688.0,5.08,40.9878257,-85.111914,748.41
2439,4182000,2021-04-13,553.0,6.24,40.9878257,-85.111914,748.41
2440,4182000,2021-04-13,553.0,6.24,40.9878257,-85.111914,748.41
2441,4182000,2021-04-14,401.0,7.49,40.9878257,-85.111914,748.41
2442,4182000,2021-04-14,401.0,7.49,40.9878257,-85.111914,748.41
2443,4182000,2021-04-15,309.0,7.15,40.9878257,-85.111914,748.41
2444,4182000,2021-04-15,309.0,7.15,40.9878257,-85.111914,748.41
2445,4182000,2021-04-16,263.0,6.06,40.9878257,-85.111914,748.41
2446,4182000,2021-04-16,263.0,6.06,40.9878257,-85.111914,748.41
2447,4182000,2021-04-17,222.0,5.11,40.9878257,-85.111914,748.41
2448,4182000,2021-04-17,222.0,5.11,40.9878257,-85.111914,748.41
2449,4182000,2021-04-18,190.0,4.17,40.9878257,-85.111914,748.41
2450,4182000,2021-04-18,190.0,4.17,40.9878257,-85.111914,748.41
2451,4182000,2021-04-19,167.0,3.36,40.9878257,-85.111914,748.41
2452,4182000,2021-04-19,167.0,3.36,40.9878257,-85.111914,748.41
2453,4182000,2021-04-20,153.0,2.78,40.9878257,-85.111914,748.41
2454,4182000,2021-04-20,153.0,2.78,40.9878257,-85.111914,748.41
2455,4182000,2021-04-21,160.0,2.77,40.9878257,-85.111914,748.41
2456,4182000,2021-04-21,160.0,2.77,40.9878257,-85.111914,748.41
2457,4182000,2021-04-22,222.0,3.08,40.9878257,-85.111914,748.41
2458,4182000,2021-04-22,222.0,3.08,40.9878257,-85.111914,748.41
2459,4182000,2021-04-23,334.0,3.57,40.9878257,-85.111914,748.41
2460,4182000,2021-04-23,334.0,3.57,40.9878257,-85.111914,748.41
2461,4182000,2021-04-24,335.0,4.24,40.9878257,-85.111914,748.41
2462,4182000,2021-04-24,335.0,4.24,40.9878257,-85.111914,748.41
2463,4182000,2021-04-25,286.0,4.95,40.9878257,-85.111914,748.41
2464,4182000,2021-04-25,286.0,4.95,40.9878257,-85.111914,748.41
2465,4182000,2021-04-26,258.0,5.31,40.9878257,-85.111914,748.41
2466,4182000,2021-04-26,258.0,5.31,40.9878257,-85.111914,748.41
2467,4182000,2021-04-27,223.0,4.13,40.9878257,-85.111914,748.41
2468,4182000,2021-04-27,223.0,4.13,40.9878257,-85.111914,748.41
2469,4182000,2021-04-28,193.0,3.36,40.9878257,-85.111914,748.41
2470,4182000,2021-04-28,193.0,3.36,40.9878257,-85.111914,748.41
2471,4182000,2021-04-29,1990.0,4.2,40.9878257,-85.111914,748.41
2472,4182000,2021-04-29,1990.0,4.2,40.9878257,-85.111914,748.41
2473,4182000,2021-04-30,3920.0,7.85,40.9878257,-85.111914,748.41
2474,4182000,2021-04-30,3920.0,7.85,40.9878257,-85.111914,748.41
2475,4182000,2021-05-01,2660.0,8.52,40.9878257,-85.111914,748.41
2476,4182000,2021-05-01,2660.0,8.52,40.9878257,-85.111914,748.41
2477,4182000,2021-05-02,1140.0,8.73,40.9878257,-85.111914,748.41
2478,4182000,2021-05-02,1140.0,8.73,40.9878257,-85.111914,748.41
2479,4182000,2021-05-03,726.0,8.89,40.9878257,-85.111914,748.41
2480,4182000,2021-05-03,726.0,8.89,40.9878257,-85.111914,748.41
2481,4182000,2021-05-04,644.0,7.21,40.9878257,-85.111914,748.41
2482,4182000,2021-05-04,644.0,7.21,40.9878257,-85.111914,748.41
2483,4182000,2021-05-05,522.0,5.95,40.9878257,-85.111914,748.41
2484,4182000,2021-05-05,522.0,5.95,40.9878257,-85.111914,748.41
2485,4182000,2021-05-06,465.0,4.91,40.9878257,-85.111914,748.41
2486,4182000,2021-05-06,465.0,4.91,40.9878257,-85.111914,748.41
2487,4182000,2021-05-07,409.0,4.24,40.9878257,-85.111914,748.41
2488,4182000,2021-05-07,409.0,4.24,40.9878257,-85.111914,748.41
2489,4182000,2021-05-08,344.0,3.8,40.9878257,-85.111914,748.41
2490,4182000,2021-05-08,344.0,3.8,40.9878257,-85.111914,748.41
2491,4182000,2021-05-09,2400.0,4.02,40.9878257,-85.111914,748.41
2492,4182000,2021-05-09,2400.0,4.02,40.9878257,-85.111914,748.41
2493,4182000,2021-05-10,5490.0,4.67,40.9878257,-85.111914,748.41
2494,4182000,2021-05-10,5490.0,4.67,40.9878257,-85.111914,748.41
2495,4182000,2021-05-11,5650.0,5.38,40.9878257,-85.111914,748.41
2496,4182000,2021-05-11,5650.0,5.38,40.9878257,-85.111914,748.41
2497,4182000,2021-05-12,5270.0,6.12,40.9878257,-85.111914,748.41
2498,4182000,2021-05-12,5270.0,6.12,40.9878257,-85.111914,748.41
2499,4182000,2021-05-13,4740.0,6.86,40.9878257,-85.111914,748.41
2500,4182000,2021-05-13,4740.0,6.86,40.9878257,-85.111914,748.41
2501,4182000,2021-05-14,4230.0,7.55,40.9878257,-85.111914,748.41
2502,4182000,2021-05-14,4230.0,7.55,40.9878257,-85.111914,748.41
2503,4182000,2021-05-15,3120.0,7.3,40.9878257,-85.111914,748.41
2504,4182000,2021-05-15,3120.0,7.3,40.9878257,-85.111914,748.41
2505,4182000,2021-05-16,1700.0,6.52,40.9878257,-85.111914,748.41
2506,4182000,2021-05-16,1700.0,6.52,40.9878257,-85.111914,748.41
2507,4182000,2021-05-17,962.0,5.82,40.9878257,-85.111914,748.41
2508,4182000,2021-05-17,962.0,5.82,40.9878257,-85.111914,748.41
2509,4182000,2021-05-18,567.0,5.19,40.9878257,-85.111914,748.41
2510,4182000,2021-05-18,567.0,5.19,40.9878257,-85.111914,748.41
2511,4182000,2021-05-19,356.0,4.74,40.9878257,-85.111914,748.41
2512,4182000,2021-05-19,356.0,4.74,40.9878257,-85.111914,748.41
2513,4182000,2021-05-20,261.0,4.34,40.9878257,-85.111914,748.41
2514,4182000,2021-05-20,261.0,4.34,40.9878257,-85.111914,748.41
2515,4182000,2021-05-21,213.0,4.05,40.9878257,-85.111914,748.41
2516,4182000,2021-05-21,213.0,4.05,40.9878257,-85.111914,748.41
2517,4182000,2021-05-22,183.0,3.79,40.9878257,-85.111914,748.41
2518,4182000,2021-05-22,183.0,3.79,40.9878257,-85.111914,748.41
2519,4182000,2021-05-23,165.0,3.56,40.9878257,-85.111914,748.41
2520,4182000,2021-05-23,165.0,3.56,40.9878257,-85.111914,748.41
2521,4182000,2021-05-24,153.0,3.41,40.9878257,-85.111914,748.41
2522,4182000,2021-05-24,153.0,3.41,40.9878257,-85.111914,748.41
2523,4182000,2021-05-25,142.0,3.27,40.9878257,-85.111914,748.41
2524,4182000,2021-05-25,142.0,3.27,40.9878257,-85.111914,748.41
