,site_no,latitude,longitude
233,4175748,41.8579611,-84.1596944
234,4175748,41.8579611,-84.1596944
235,4175748,41.8579611,-84.1596944
236,4175748,41.8579611,-84.1596944
237,4175748,41.8579611,-84.1596944
238,4175748,41.8579611,-84.1596944
239,4175748,41.8579611,-84.1596944
240,4175748,41.8579611,-84.1596944
241,4175748,41.8579611,-84.1596944
242,4175748,41.8579611,-84.1596944
243,4175748,41.8579611,-84.1596944
244,4175748,41.8579611,-84.1596944
245,4175748,41.8579611,-84.1596944
246,4175748,41.8579611,-84.1596944
247,4175748,41.8579611,-84.1596944
248,4175748,41.8579611,-84.1596944
249,4175748,41.8579611,-84.1596944
250,4175748,41.8579611,-84.1596944
251,4175748,41.8579611,-84.1596944
252,4175748,41.8579611,-84.1596944
253,4175748,41.8579611,-84.1596944
254,4175748,41.8579611,-84.1596944
255,4175748,41.8579611,-84.1596944
256,4175748,41.8579611,-84.1596944
257,4175748,41.8579611,-84.1596944
258,4175748,41.8579611,-84.1596944
259,4175748,41.8579611,-84.1596944
260,4175748,41.8579611,-84.1596944
261,4175748,41.8579611,-84.1596944
262,4175748,41.8579611,-84.1596944
263,4175748,41.8579611,-84.1596944
264,4175748,41.8579611,-84.1596944
265,4175748,41.8579611,-84.1596944
266,4175748,41.8579611,-84.1596944
267,4175748,41.8579611,-84.1596944
268,4175748,41.8579611,-84.1596944
269,4175748,41.8579611,-84.1596944
270,4175748,41.8579611,-84.1596944
271,4175748,41.8579611,-84.1596944
272,4175748,41.8579611,-84.1596944
273,4175748,41.8579611,-84.1596944
274,4175748,41.8579611,-84.1596944
275,4175748,41.8579611,-84.1596944
276,4175748,41.8579611,-84.1596944
277,4175748,41.8579611,-84.1596944
278,4175748,41.8579611,-84.1596944
279,4175748,41.8579611,-84.1596944
280,4175748,41.8579611,-84.1596944
281,4175748,41.8579611,-84.1596944
282,4175748,41.8579611,-84.1596944
283,4175748,41.8579611,-84.1596944
284,4175748,41.8579611,-84.1596944
285,4175748,41.8579611,-84.1596944
286,4175748,41.8579611,-84.1596944
287,4175748,41.8579611,-84.1596944
288,4175748,41.8579611,-84.1596944
289,4175748,41.8579611,-84.1596944
290,4175748,41.8579611,-84.1596944
291,4175748,41.8579611,-84.1596944
292,4175748,41.8579611,-84.1596944
293,4175748,41.8579611,-84.1596944
294,4175748,41.8579611,-84.1596944
295,4175748,41.8579611,-84.1596944
296,4175748,41.8579611,-84.1596944
297,4175748,41.8579611,-84.1596944
298,4175748,41.8579611,-84.1596944
299,4175748,41.8579611,-84.1596944
300,4175748,41.8579611,-84.1596944
301,4175748,41.8579611,-84.1596944
302,4175748,41.8579611,-84.1596944
303,4175748,41.8579611,-84.1596944
304,4175748,41.8579611,-84.1596944
305,4175748,41.8579611,-84.1596944
306,4175748,41.8579611,-84.1596944
307,4175748,41.8579611,-84.1596944
308,4175748,41.8579611,-84.1596944
309,4175748,41.8579611,-84.1596944
310,4175748,41.8579611,-84.1596944
311,4175748,41.8579611,-84.1596944
312,4175748,41.8579611,-84.1596944
313,4175748,41.8579611,-84.1596944
314,4175748,41.8579611,-84.1596944
315,4175748,41.8579611,-84.1596944
316,4175748,41.8579611,-84.1596944
317,4175748,41.8579611,-84.1596944
318,4175748,41.8579611,-84.1596944
319,4175748,41.8579611,-84.1596944
320,4175748,41.8579611,-84.1596944
321,4175748,41.8579611,-84.1596944
322,4175748,41.8579611,-84.1596944
323,4175748,41.8579611,-84.1596944
324,4175748,41.8579611,-84.1596944
325,4175748,41.8579611,-84.1596944
326,4175748,41.8579611,-84.1596944
327,4175748,41.8579611,-84.1596944
328,4175748,41.8579611,-84.1596944
329,4175748,41.8579611,-84.1596944
330,4175748,41.8579611,-84.1596944
331,4175748,41.8579611,-84.1596944
332,4175748,41.8579611,-84.1596944
333,4175748,41.8579611,-84.1596944
334,4175748,41.8579611,-84.1596944
335,4175748,41.8579611,-84.1596944
336,4175748,41.8579611,-84.1596944
337,4175748,41.8579611,-84.1596944
338,4175748,41.8579611,-84.1596944
339,4175748,41.8579611,-84.1596944
340,4175748,41.8579611,-84.1596944
341,4175748,41.8579611,-84.1596944
342,4175748,41.8579611,-84.1596944
343,4175748,41.8579611,-84.1596944
344,4175748,41.8579611,-84.1596944
345,4175748,41.8579611,-84.1596944
346,4175748,41.8579611,-84.1596944
347,4175748,41.8579611,-84.1596944
348,4175748,41.8579611,-84.1596944
349,4175748,41.8579611,-84.1596944
350,4175748,41.8579611,-84.1596944
351,4175748,41.8579611,-84.1596944
352,4175748,41.8579611,-84.1596944
353,4175748,41.8579611,-84.1596944
354,4175748,41.8579611,-84.1596944
355,4175748,41.8579611,-84.1596944
356,4175748,41.8579611,-84.1596944
357,4175748,41.8579611,-84.1596944
358,4175748,41.8579611,-84.1596944
359,4175748,41.8579611,-84.1596944
360,4175748,41.8579611,-84.1596944
361,4175748,41.8579611,-84.1596944
362,4175748,41.8579611,-84.1596944
363,4175748,41.8579611,-84.1596944
364,4175748,41.8579611,-84.1596944
365,4175748,41.8579611,-84.1596944
366,4175748,41.8579611,-84.1596944
367,4175748,41.8579611,-84.1596944
368,4175748,41.8579611,-84.1596944
369,4175748,41.8579611,-84.1596944
370,4175748,41.8579611,-84.1596944
371,4175748,41.8579611,-84.1596944
372,4175748,41.8579611,-84.1596944
373,4175748,41.8579611,-84.1596944
374,4175748,41.8579611,-84.1596944
375,4175748,41.8579611,-84.1596944
376,4175748,41.8579611,-84.1596944
377,4175748,41.8579611,-84.1596944
378,4175748,41.8579611,-84.1596944
379,4175748,41.8579611,-84.1596944
380,4175748,41.8579611,-84.1596944
381,4175748,41.8579611,-84.1596944
382,4175748,41.8579611,-84.1596944
383,4175748,41.8579611,-84.1596944
384,4175748,41.8579611,-84.1596944
385,4175748,41.8579611,-84.1596944
386,4175748,41.8579611,-84.1596944
387,4175748,41.8579611,-84.1596944
388,4175748,41.8579611,-84.1596944
389,4175748,41.8579611,-84.1596944
390,4175748,41.8579611,-84.1596944
391,4175748,41.8579611,-84.1596944
392,4175748,41.8579611,-84.1596944
393,4175748,41.8579611,-84.1596944
394,4175748,41.8579611,-84.1596944
395,4175748,41.8579611,-84.1596944
396,4175748,41.8579611,-84.1596944
397,4175748,41.8579611,-84.1596944
398,4175748,41.8579611,-84.1596944
399,4175748,41.8579611,-84.1596944
400,4175748,41.8579611,-84.1596944
401,4175748,41.8579611,-84.1596944
402,4175748,41.8579611,-84.1596944
403,4175748,41.8579611,-84.1596944
404,4175748,41.8579611,-84.1596944
405,4175748,41.8579611,-84.1596944
406,4175748,41.8579611,-84.1596944
407,4175748,41.8579611,-84.1596944
408,4175748,41.8579611,-84.1596944
409,4175748,41.8579611,-84.1596944
410,4175748,41.8579611,-84.1596944
411,4175748,41.8579611,-84.1596944
412,4175748,41.8579611,-84.1596944
413,4175748,41.8579611,-84.1596944
414,4175748,41.8579611,-84.1596944
415,4175748,41.8579611,-84.1596944
416,4175748,41.8579611,-84.1596944
417,4175748,41.8579611,-84.1596944
418,4175748,41.8579611,-84.1596944
419,4175748,41.8579611,-84.1596944
420,4175748,41.8579611,-84.1596944
421,4175748,41.8579611,-84.1596944
422,4175748,41.8579611,-84.1596944
423,4175748,41.8579611,-84.1596944
424,4175748,41.8579611,-84.1596944
425,4175748,41.8579611,-84.1596944
426,4175748,41.8579611,-84.1596944
427,4175748,41.8579611,-84.1596944
428,4175748,41.8579611,-84.1596944
429,4175748,41.8579611,-84.1596944
430,4175748,41.8579611,-84.1596944
431,4175748,41.8579611,-84.1596944
432,4175748,41.8579611,-84.1596944
433,4175748,41.8579611,-84.1596944
434,4175748,41.8579611,-84.1596944
435,4175748,41.8579611,-84.1596944
436,4175748,41.8579611,-84.1596944
437,4175748,41.8579611,-84.1596944
438,4175748,41.8579611,-84.1596944
439,4175748,41.8579611,-84.1596944
440,4175748,41.8579611,-84.1596944
441,4175748,41.8579611,-84.1596944
442,4175748,41.8579611,-84.1596944
443,4175748,41.8579611,-84.1596944
444,4175748,41.8579611,-84.1596944
445,4175748,41.8579611,-84.1596944
446,4175748,41.8579611,-84.1596944
447,4175748,41.8579611,-84.1596944
448,4175748,41.8579611,-84.1596944
449,4175748,41.8579611,-84.1596944
450,4175748,41.8579611,-84.1596944
451,4175748,41.8579611,-84.1596944
452,4175748,41.8579611,-84.1596944
453,4175748,41.8579611,-84.1596944
454,4175748,41.8579611,-84.1596944
455,4175748,41.8579611,-84.1596944
456,4175748,41.8579611,-84.1596944
457,4175748,41.8579611,-84.1596944
458,4175748,41.8579611,-84.1596944
459,4175748,41.8579611,-84.1596944
460,4175748,41.8579611,-84.1596944
461,4175748,41.8579611,-84.1596944
462,4175748,41.8579611,-84.1596944
463,4175748,41.8579611,-84.1596944
464,4175748,41.8579611,-84.1596944
465,4175748,41.8579611,-84.1596944
466,4175748,41.8579611,-84.1596944
467,4175748,41.8579611,-84.1596944
468,4175748,41.8579611,-84.1596944
469,4175748,41.8579611,-84.1596944
470,4175748,41.8579611,-84.1596944
471,4175748,41.8579611,-84.1596944
472,4175748,41.8579611,-84.1596944
473,4175748,41.8579611,-84.1596944
474,4175748,41.8579611,-84.1596944
475,4175748,41.8579611,-84.1596944
476,4175748,41.8579611,-84.1596944
477,4175748,41.8579611,-84.1596944
478,4175748,41.8579611,-84.1596944
479,4175748,41.8579611,-84.1596944
480,4175748,41.8579611,-84.1596944
481,4175748,41.8579611,-84.1596944
482,4175748,41.8579611,-84.1596944
483,4175748,41.8579611,-84.1596944
484,4175748,41.8579611,-84.1596944
485,4175748,41.8579611,-84.1596944
486,4175748,41.8579611,-84.1596944
487,4175748,41.8579611,-84.1596944
488,4175748,41.8579611,-84.1596944
489,4175748,41.8579611,-84.1596944
490,4175748,41.8579611,-84.1596944
491,4175748,41.8579611,-84.1596944
492,4175748,41.8579611,-84.1596944
493,4175748,41.8579611,-84.1596944
494,4175748,41.8579611,-84.1596944
495,4175748,41.8579611,-84.1596944
496,4175748,41.8579611,-84.1596944
497,4175748,41.8579611,-84.1596944
498,4175748,41.8579611,-84.1596944
499,4175748,41.8579611,-84.1596944
500,4175748,41.8579611,-84.1596944
501,4175748,41.8579611,-84.1596944
502,4175748,41.8579611,-84.1596944
503,4175748,41.8579611,-84.1596944
504,4175748,41.8579611,-84.1596944
505,4175748,41.8579611,-84.1596944
506,4175748,41.8579611,-84.1596944
507,4175748,41.8579611,-84.1596944
508,4175748,41.8579611,-84.1596944
509,4175748,41.8579611,-84.1596944
510,4175748,41.8579611,-84.1596944
511,4175748,41.8579611,-84.1596944
512,4175748,41.8579611,-84.1596944
513,4175748,41.8579611,-84.1596944
514,4175748,41.8579611,-84.1596944
515,4175748,41.8579611,-84.1596944
516,4175748,41.8579611,-84.1596944
517,4175748,41.8579611,-84.1596944
518,4175748,41.8579611,-84.1596944
519,4175748,41.8579611,-84.1596944
520,4175748,41.8579611,-84.1596944
521,4175748,41.8579611,-84.1596944
522,4175748,41.8579611,-84.1596944
523,4175748,41.8579611,-84.1596944
524,4175748,41.8579611,-84.1596944
525,4175748,41.8579611,-84.1596944
526,4175748,41.8579611,-84.1596944
527,4175748,41.8579611,-84.1596944
528,4175748,41.8579611,-84.1596944
529,4175748,41.8579611,-84.1596944
530,4175748,41.8579611,-84.1596944
531,4175748,41.8579611,-84.1596944
532,4175748,41.8579611,-84.1596944
533,4175748,41.8579611,-84.1596944
534,4175748,41.8579611,-84.1596944
535,4175748,41.8579611,-84.1596944
536,4175748,41.8579611,-84.1596944
537,4175748,41.8579611,-84.1596944
538,4175748,41.8579611,-84.1596944
539,4175748,41.8579611,-84.1596944
540,4175748,41.8579611,-84.1596944
541,4175748,41.8579611,-84.1596944
542,4175748,41.8579611,-84.1596944
543,4175748,41.8579611,-84.1596944
544,4175748,41.8579611,-84.1596944
545,4175748,41.8579611,-84.1596944
546,4175748,41.8579611,-84.1596944
547,4175748,41.8579611,-84.1596944
548,4175748,41.8579611,-84.1596944
549,4175748,41.8579611,-84.1596944
550,4175748,41.8579611,-84.1596944
551,4175748,41.8579611,-84.1596944
552,4175748,41.8579611,-84.1596944
553,4175748,41.8579611,-84.1596944
554,4175748,41.8579611,-84.1596944
555,4175748,41.8579611,-84.1596944
556,4175748,41.8579611,-84.1596944
557,4175748,41.8579611,-84.1596944
558,4175748,41.8579611,-84.1596944
559,4175748,41.8579611,-84.1596944
560,4175748,41.8579611,-84.1596944
561,4175748,41.8579611,-84.1596944
562,4175748,41.8579611,-84.1596944
563,4175748,41.8579611,-84.1596944
564,4175748,41.8579611,-84.1596944
565,4175748,41.8579611,-84.1596944
566,4175748,41.8579611,-84.1596944
567,4175748,41.8579611,-84.1596944
568,4175748,41.8579611,-84.1596944
569,4175748,41.8579611,-84.1596944
570,4175748,41.8579611,-84.1596944
571,4175748,41.8579611,-84.1596944
572,4175748,41.8579611,-84.1596944
573,4175748,41.8579611,-84.1596944
574,4175748,41.8579611,-84.1596944
575,4175748,41.8579611,-84.1596944
576,4175748,41.8579611,-84.1596944
577,4175748,41.8579611,-84.1596944
578,4175748,41.8579611,-84.1596944
579,4175748,41.8579611,-84.1596944
580,4175748,41.8579611,-84.1596944
581,4175748,41.8579611,-84.1596944
582,4175748,41.8579611,-84.1596944
583,4175748,41.8579611,-84.1596944
584,4175748,41.8579611,-84.1596944
585,4175748,41.8579611,-84.1596944
586,4175748,41.8579611,-84.1596944
587,4175748,41.8579611,-84.1596944
588,4175748,41.8579611,-84.1596944
589,4175748,41.8579611,-84.1596944
590,4175748,41.8579611,-84.1596944
591,4175748,41.8579611,-84.1596944
592,4175748,41.8579611,-84.1596944
593,4175748,41.8579611,-84.1596944
594,4175748,41.8579611,-84.1596944
595,4175748,41.8579611,-84.1596944
596,4175748,41.8579611,-84.1596944
597,4175748,41.8579611,-84.1596944
598,4175748,41.8579611,-84.1596944
599,4175748,41.8579611,-84.1596944
600,4175748,41.8579611,-84.1596944
601,4175748,41.8579611,-84.1596944
602,4175748,41.8579611,-84.1596944
603,4175748,41.8579611,-84.1596944
604,4175748,41.8579611,-84.1596944
605,4175748,41.8579611,-84.1596944
606,4175748,41.8579611,-84.1596944
607,4175748,41.8579611,-84.1596944
608,4175748,41.8579611,-84.1596944
609,4175748,41.8579611,-84.1596944
610,4175748,41.8579611,-84.1596944
611,4175748,41.8579611,-84.1596944
612,4175748,41.8579611,-84.1596944
613,4175748,41.8579611,-84.1596944
614,4175748,41.8579611,-84.1596944
615,4175748,41.8579611,-84.1596944
616,4175748,41.8579611,-84.1596944
617,4175748,41.8579611,-84.1596944
618,4175748,41.8579611,-84.1596944
619,4175748,41.8579611,-84.1596944
620,4175748,41.8579611,-84.1596944
621,4175748,41.8579611,-84.1596944
622,4175748,41.8579611,-84.1596944
623,4175748,41.8579611,-84.1596944
624,4175748,41.8579611,-84.1596944
625,4175748,41.8579611,-84.1596944
626,4175748,41.8579611,-84.1596944
627,4175748,41.8579611,-84.1596944
628,4175748,41.8579611,-84.1596944
629,4175748,41.8579611,-84.1596944
630,4175748,41.8579611,-84.1596944
631,4175748,41.8579611,-84.1596944
632,4175748,41.8579611,-84.1596944
633,4175748,41.8579611,-84.1596944
634,4175748,41.8579611,-84.1596944
635,4175748,41.8579611,-84.1596944
636,4175748,41.8579611,-84.1596944
637,4175748,41.8579611,-84.1596944
638,4175748,41.8579611,-84.1596944
639,4175748,41.8579611,-84.1596944
640,4175748,41.8579611,-84.1596944
641,4175748,41.8579611,-84.1596944
642,4175748,41.8579611,-84.1596944
643,4175748,41.8579611,-84.1596944
644,4175748,41.8579611,-84.1596944
645,4175748,41.8579611,-84.1596944
646,4175748,41.8579611,-84.1596944
647,4175748,41.8579611,-84.1596944
648,4175748,41.8579611,-84.1596944
649,4175748,41.8579611,-84.1596944
650,4175748,41.8579611,-84.1596944
651,4175748,41.8579611,-84.1596944
652,4175748,41.8579611,-84.1596944
653,4175748,41.8579611,-84.1596944
654,4175748,41.8579611,-84.1596944
655,4175748,41.8579611,-84.1596944
656,4175748,41.8579611,-84.1596944
657,4175748,41.8579611,-84.1596944
658,4175748,41.8579611,-84.1596944
659,4175748,41.8579611,-84.1596944
660,4175748,41.8579611,-84.1596944
661,4175748,41.8579611,-84.1596944
662,4175748,41.8579611,-84.1596944
663,4175748,41.8579611,-84.1596944
664,4175748,41.8579611,-84.1596944
665,4175748,41.8579611,-84.1596944
666,4175748,41.8579611,-84.1596944
667,4175748,41.8579611,-84.1596944
668,4175748,41.8579611,-84.1596944
669,4175748,41.8579611,-84.1596944
670,4175748,41.8579611,-84.1596944
671,4175748,41.8579611,-84.1596944
672,4175748,41.8579611,-84.1596944
673,4175748,41.8579611,-84.1596944
674,4175748,41.8579611,-84.1596944
675,4175748,41.8579611,-84.1596944
676,4175748,41.8579611,-84.1596944
677,4175748,41.8579611,-84.1596944
678,4175748,41.8579611,-84.1596944
679,4175748,41.8579611,-84.1596944
680,4175748,41.8579611,-84.1596944
681,4175748,41.8579611,-84.1596944
682,4175748,41.8579611,-84.1596944
683,4175748,41.8579611,-84.1596944
684,4175748,41.8579611,-84.1596944
685,4175748,41.8579611,-84.1596944
686,4175748,41.8579611,-84.1596944
687,4175748,41.8579611,-84.1596944
688,4175748,41.8579611,-84.1596944
689,4175748,41.8579611,-84.1596944
690,4175748,41.8579611,-84.1596944
691,4175748,41.8579611,-84.1596944
692,4175748,41.8579611,-84.1596944
693,4175748,41.8579611,-84.1596944
694,4175748,41.8579611,-84.1596944
695,4176063,41.7776111,-84.03688889
696,4176063,41.7776111,-84.03688889
697,4176063,41.7776111,-84.03688889
698,4176063,41.7776111,-84.03688889
699,4176063,41.7776111,-84.03688889
700,4176063,41.7776111,-84.03688889
701,4176063,41.7776111,-84.03688889
702,4176063,41.7776111,-84.03688889
703,4176063,41.7776111,-84.03688889
704,4176063,41.7776111,-84.03688889
705,4176063,41.7776111,-84.03688889
706,4176063,41.7776111,-84.03688889
707,4176063,41.7776111,-84.03688889
708,4176063,41.7776111,-84.03688889
709,4176063,41.7776111,-84.03688889
710,4176063,41.7776111,-84.03688889
711,4176063,41.7776111,-84.03688889
712,4176063,41.7776111,-84.03688889
713,4176063,41.7776111,-84.03688889
714,4176063,41.7776111,-84.03688889
715,4176063,41.7776111,-84.03688889
716,4176063,41.7776111,-84.03688889
717,4176063,41.7776111,-84.03688889
718,4176063,41.7776111,-84.03688889
719,4176063,41.7776111,-84.03688889
720,4176063,41.7776111,-84.03688889
721,4176063,41.7776111,-84.03688889
722,4176063,41.7776111,-84.03688889
723,4176063,41.7776111,-84.03688889
724,4176063,41.7776111,-84.03688889
725,4176063,41.7776111,-84.03688889
726,4176063,41.7776111,-84.03688889
727,4176063,41.7776111,-84.03688889
728,4176063,41.7776111,-84.03688889
729,4176063,41.7776111,-84.03688889
730,4176063,41.7776111,-84.03688889
731,4176063,41.7776111,-84.03688889
732,4176063,41.7776111,-84.03688889
733,4176063,41.7776111,-84.03688889
734,4176063,41.7776111,-84.03688889
